Base Year,Year,Indicator,Frequency,Revision,Industry,Subindustry,Institutional Sector,Quarter,Current Price,Constant Price,Unit,Sector Name,Period,Price Difference
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Public Non-Financial Corporations,N/A,624376,,₹ Crore,Public Non-Financial Corporations,2011-12-Annual,624376
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Private Non-Financial Corporations,N/A,2518493,,₹ Crore,Private Non-Financial Corporations,2011-12-Annual,2518493
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Public Financial Corporations,N/A,249802,,₹ Crore,Public Financial Corporations,2011-12-Annual,249802
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Private Financial Corporations,N/A,230424,,₹ Crore,Private Financial Corporations,2011-12-Annual,230424
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,General Government,N/A,794894,,₹ Crore,General Government,2011-12-Annual,794894
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Households Including NPISH,N/A,3688667,,₹ Crore,Households Including NPISH,2011-12-Annual,3688667
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,,N/A,Total Gross Value Added,N/A,8106656,,₹ Crore,Total Gross Value Added,2011-12-Annual,8106656
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,982026,982026,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,327301,327301,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,124461,124461,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,68027,68027,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,1501816,1501816,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Mining and Quarrying,N/A,,N/A,261035,261035,₹ Crore,Mining and Quarrying,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,167524,167524,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,153238,153238,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Metal Products,,N/A,229627,229627,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Machinery and Equipment,,N/A,334670,334670,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,Other Manufactured Goods,,N/A,524927,524927,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Manufacturing,N/A,,N/A,1409986,1409986,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,186668,186668,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Construction,N/A,,N/A,777363,777363,₹ Crore,Construction,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,793681,793681,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,89901,89901,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,883582,883582,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,61150,61150,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,262442,262442,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,6910,6910,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,4393,4393,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,63602,63602,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,5108,5108,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,125930,125930,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,529534,529534,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Financial Services,N/A,,N/A,480226,480226,₹ Crore,Financial Services,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1050465,1050465,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Public Administration and Defence,N/A,,N/A,491155,491155,₹ Crore,Public Administration and Defence,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Other Services,N/A,,N/A,534827,534827,₹ Crore,Other Services,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Second Revised Estimates,Total Gross Value Added,N/A,,N/A,8106656,8106656,₹ Crore,Total Gross Value Added,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Public Non-Financial Corporations,N/A,624340.189,,₹ Crore,Public Non-Financial Corporations,2011-12-Annual,624340.189
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Private Non-Financial Corporations,N/A,2518528.768,,₹ Crore,Private Non-Financial Corporations,2011-12-Annual,2518528.768
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Public Financial Corporations,N/A,249802,,₹ Crore,Public Financial Corporations,2011-12-Annual,249802
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Private Financial Corporations,N/A,230424,,₹ Crore,Private Financial Corporations,2011-12-Annual,230424
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,General Government,N/A,794893.9998,,₹ Crore,General Government,2011-12-Annual,794893.9998
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Households Including NPISH,N/A,3688957.037,,₹ Crore,Households Including NPISH,2011-12-Annual,3688957.037
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,,N/A,Total Gross Value Added,N/A,8106945.994,,₹ Crore,Total Gross Value Added,2011-12-Annual,8106945.994
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Crops,,N/A,982151.0391,982151.0391,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Livestock,,N/A,327333.7121,327333.7121,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,N/A,124436.0327,124436.0327,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,N/A,68026.53803,68026.53803,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Agriculture, Livestock, Forestry and Fishing",N/A,,N/A,1501947.322,1501947.322,₹ Crore,"Agriculture, Livestock, Forestry and Fishing",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Mining and Quarrying,N/A,,N/A,261035.369,261035.369,₹ Crore,Mining and Quarrying,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,"Food Products, Beverages and Tobacco",,N/A,167524.2613,167524.2613,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,"Textiles, Apparel and Leather Products",,N/A,153237.5255,153237.5255,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,Metal Products,,N/A,229627.3944,229627.3944,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,Machinery and Equipment,,N/A,334669.5123,334669.5123,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,Other Manufactured Goods,,N/A,524926.8776,524926.8776,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Manufacturing,N/A,,N/A,1409985.571,1409985.571,₹ Crore,Manufacturing,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Electricity, Gas, Water Supply & Other Utility Services",N/A,,N/A,186668,186668,₹ Crore,"Electricity, Gas, Water Supply & Other Utility Services",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Construction,N/A,,N/A,777334.5489,777334.5489,₹ Crore,Construction,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,N/A,793681.4705,793681.4705,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,N/A,89900.83229,89900.83229,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Trade, Repair, Hotels and Restaurants",N/A,,N/A,883582.3028,883582.3028,₹ Crore,"Trade, Repair, Hotels and Restaurants",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Railways,,N/A,61150,61150,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Road Transport,,N/A,262441.934,262441.934,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Water Transport,,N/A,6909.84212,6909.84212,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Air Transport,,N/A,4392.796989,4392.796989,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Services Incidental to Transport,,N/A,63602.04112,63602.04112,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Storage,,N/A,5107.607633,5107.607633,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",Communication & Services Related to Broadcasting,,N/A,125929.5378,125929.5378,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Transport, Storage, Communication & Services Related to Broadcasting",N/A,,N/A,529533.7597,529533.7597,₹ Crore,"Transport, Storage, Communication & Services Related to Broadcasting",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Financial Services,N/A,,N/A,480226,480226,₹ Crore,Financial Services,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,"Real Estate, Ownership of Dwelling & Professional Services",N/A,,N/A,1050651.372,1050651.372,₹ Crore,"Real Estate, Ownership of Dwelling & Professional Services",2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Public Administration and Defence,N/A,,N/A,491154.7828,491154.7828,₹ Crore,Public Administration and Defence,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Other Services,N/A,,N/A,534826.965,534826.965,₹ Crore,Other Services,2011-12-Annual,0
2011-12,2011-12,Gross Value Added,Annual,Additional Revision,Total Gross Value Added,N/A,,N/A,8106945.994,8106945.994,₹ Crore,Total Gross Value Added,2011-12-Annual,0
2011-12,2025-26,Net Taxes on Products,Annual,First Advance Estimates,Unknown,N/A,Unknown,N/A,3366013,1740090.612,₹ Crore,Unknown,2025-26-Annual,1625922.388
2022-23,2025-26,Net Taxes on Products,Annual,Second Advance Estimates,Unknown,N/A,Unknown,N/A,3186310.707,2817848.66,₹ Crore,Unknown,2025-26-Annual,368462.047
2011-12,2024-25,Net Taxes on Products,Annual,First Advance Estimates,Unknown,N/A,Unknown,N/A,3147797.238,1597185.828,₹ Crore,Unknown,2024-25-Annual,1550611.41
2011-12,2024-25,Net Taxes on Products,Annual,Second Advance Estimates,Unknown,N/A,Unknown,N/A,3088321.535,1615252.888,₹ Crore,Unknown,2024-25-Annual,1473068.647
2011-12,2024-25,Net Taxes on Products,Annual,Provisional Estimates,Unknown,N/A,Unknown,N/A,3046112.582,1609509.233,₹ Crore,Unknown,2024-25-Annual,1436603.349
2022-23,2024-25,Net Taxes on Products,Annual,First Revised Estimates,Unknown,N/A,Unknown,N/A,2952841.164,2652124.321,₹ Crore,Unknown,2024-25-Annual,300716.843
2011-12,2023-24,Net Taxes on Products,Annual,First Advance Estimates,Unknown,N/A,Unknown,N/A,2945549.491,1396484.722,₹ Crore,Unknown,2023-24-Annual,1549064.769
